Appendix S1. MammalDIET 2 dataset: dietary information for additional 1261 species not covered by Kissling et al. (2014).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binomial,Order,Family,Genus,Species,Animal,Vertebrate,Mammal,Bird,Herptile,Fish,Invertebrate,Plant,Seed,Fruit,Nectar,Root,Leaf,Woody,Herbaceous,Other,TrophicLevel,MammalEater,Insectivore,Frugivore,Granivore,Folivore,Bibliography,,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys incomtus,RODENTIA,MURIDAE,Dasymys,incomtus,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Herbivore,0,0,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Delanymys brooksi,RODENTIA,NESOMYIDAE,Delanymys,brooksi,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Dendromus melanotis,RODENTIA,NESOMYIDAE,Dendromus,melanotis,1,0,0,3,3,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Dendromus mesomelas,RODENTIA,NESOMYIDAE,Dendromus,mesomelas,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus murinus,RODENTIA,GLIRIDAE,Graphiurus,murinus,2,3,0,3,0,0,2,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Heliophobius argenteocinereus,RODENTIA,BATHYERGIDAE,Heliophobius,argenteocinereus,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Herbivore,0,0,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Heterocephalus glaber,RODENTIA,BATHYERGIDAE,Heterocephalus,glaber,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Herbivore,0,0,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Hystrix africaeaustralis,RODENTIA,HYSTRICIDAE,Hystrix,africaeaustralis,3,3,3,3,0,0,0,1,0,1,0,1,0,0,0,1,Herbivore,1,0,1,0,0,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Lemniscomys griselda,RODENTIA,MURIDAE,Lemniscomys,griselda,3,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,Herbivore,0,1,0,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Lemniscomys macculus,RODENTIA,MURIDAE,Lemniscomys,macculus,3,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,Herbivore,0,1,0,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Lemniscomys striatus,RODENTIA,MURIDAE,Lemniscomys,striatus,3,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,Herbivore,0,1,0,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Lophuromys woosnami,RODENTIA,MURIDAE,Lophuromys,woosnami,1,0,0,0,3,0,1,1,0,0,0,0,3,0,0,3,Omnivore,0,1,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Otomys anchietae,RODENTIA,MURIDAE,Otomys,anchietae,0,0,0,0,0,0,0,1,3,3,0,3,1,1,1,0,Herbivore,0,0,1,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Otomys angoniensis,RODENTIA,MURIDAE,Otomys,angoniensis,0,0,0,0,0,0,0,1,3,3,0,3,1,1,1,0,Herbivore,0,0,1,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Otomys denti,RODENTIA,MURIDAE,Otomys,denti,0,0,0,0,0,0,0,1,3,3,0,3,1,1,1,0,Herbivore,0,0,1,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Otomys irroratus,RODENTIA,MURIDAE,Otomys,irroratus,0,0,0,0,0,0,0,1,3,3,0,3,1,1,1,0,Herbivore,0,0,1,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Otomys typus,RODENTIA,MURIDAE,Otomys,typus,0,0,0,0,0,0,0,1,3,3,0,3,1,1,1,0,Herbivore,0,0,1,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Pelomys fallax,RODENTIA,MURIDAE,Pelomys,fallax,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Pelomys isseli,RODENTIA,MURIDAE,Pelomys,isseli,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Pelomys minor,RODENTIA,MURIDAE,Pelomys,minor,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Saccostomus campestris,RODENTIA,NESOMYIDAE,Saccostomus,campestris,3,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Steatomys opimus,RODENTIA,NESOMYIDAE,Steatomys,opimus,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Steatomys pratensis,RODENTIA,NESOMYIDAE,Steatomys,pratensis,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Tachyoryctes splendens,RODENTIA,SPALACIDAE,Tachyoryctes,splendens,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Herbivore,0,0,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Taterillus emini,RODENTIA,MURIDAE,Taterillus,emini,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Herbivore,0,0,0,0,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Thallomys paedulcus,RODENTIA,MURIDAE,Thallomys,paedulcus,3,0,0,0,0,0,3,1,2,2,0,2,1,0,0,0,Herbivore,0,1,1,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Thamnomys venustus,RODENTIA,MURIDAE,Thamnomys,venustus,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Herbivore,0,0,0,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Thryonomys gregorianus,RODENTIA,THRYONOMYIDAE,Thryonomys,gregorianus,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,Herbivore,0,0,1,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Thryonomys swinderianus,RODENTIA,THRYONOMYIDAE,Thryonomys,swinderianus,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,Herbivore,0,0,1,1,1,"Kingdon, J. 1974. East African Mammals. An Atlas of Evolution in Africa. Vol II Part A (Insectivores and Bats). Academic Press, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,
Acomys dimidiatus,RODENTIA,MURIDAE,Acomys,dimidiatus,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,Omnivore,0,1,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Asellia tridens,CHIROPTERA,HIPPOSIDERIDAE,Asellia,tridens,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Dryomys nitedula,RODENTIA,GLIRIDAE,Dryomys,nitedula,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Eliomys melanurus,RODENTIA,GLIRIDAE,Eliomys,melanurus,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Eptesicus bottae,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,bottae,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Gazella arabica,CETARTIODACTYLA,BOVIDAE,Gazella,arabica,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Herbivore,0,0,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Gazella dorcas,CETARTIODACTYLA,BOVIDAE,Gazella,dorcas,0,0,0,0,0,0,0,1,1,0,0,2,1,1,2,1,Herbivore,0,0,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillus andersoni,RODENTIA,MURIDAE,Gerbillus,andersoni,2,0,0,0,0,0,2,1,1,0,0,0,1,0,1,1,Omnivore,0,1,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillus dasyurus,RODENTIA,MURIDAE,Gerbillus,dasyurus,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,Omnivore,0,1,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillus gerbillus,RODENTIA,MURIDAE,Gerbillus,gerbillus,2,0,0,0,0,0,2,1,1,0,0,0,2,0,2,2,Omnivore,0,1,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillus henleyi,RODENTIA,MURIDAE,Gerbillus,henleyi,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,1,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillus pyramidum,RODENTIA,MURIDAE,Gerbillus,pyramidum,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,Omnivore,0,1,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Hemiechinus auritus,EULIPOTYPHLA,ERINACEIDAE,Hemiechinus,auritus,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Hystrix indica,RODENTIA,HYSTRICIDAE,Hystrix,indica,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Herbivore,0,0,0,0,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Jaculus jaculus,RODENTIA,DIPODIDAE,Jaculus,jaculus,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,Herbivore,0,0,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Jaculus orientalis,RODENTIA,DIPODIDAE,Jaculus,orientalis,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Herbivore,0,0,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Lepus capensis,LAGOMORPHA,LEPORIDAE,Lepus,capensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Microtus guentheri,RODENTIA,CRICETIDAE,Microtus,guentheri,0,0,0,0,0,0,0,1,2,0,0,2,1,2,1,0,Herbivore,0,0,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Mus musculus,RODENTIA,MURIDAE,Mus,musculus,2,0,0,0,0,0,2,1,1,0,0,0,2,0,2,0,Omnivore,0,1,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Myotis blythii,CHIROPTERA,VESPERTILIONIDAE,Myotis,blythii,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Myotis nattereri,CHIROPTERA,VESPERTILIONIDAE,Myotis,nattereri,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Nycteris thebaica,CHIROPTERA,NYCTERIDAE,Nycteris,thebaica,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Paraechinus aethiopicus,EULIPOTYPHLA,ERINACEIDAE,Paraechinus,aethiopicus,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,Omnivore,1,1,1,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Pipistrellus ariel,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,ariel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Pipistrellus rueppellii,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,rueppellii,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Rattus rattus,RODENTIA,MURIDAE,Rattus,rattus,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,Omnivore,0,1,1,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Rhinolophus clivosus,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,clivosus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus anomalus,RODENTIA,SCIURIDAE,Sciurus,anomalus,2,3,0,3,0,0,2,1,1,0,0,0,2,2,0,2,Omnivore,0,1,0,1,1,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Suncus etruscus,EULIPOTYPHLA,SORICIDAE,Suncus,etruscus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Taphozous nudiventris,CHIROPTERA,EMBALLONURIDAE,Taphozous,nudiventris,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Thyroptera devivoi,CHIROPTERA,THYROPTERIDAE,Thyroptera,devivoi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Mendelssohn, H. & Yom-Tov, Y. 1999. Mammalia of Israel. The Israel Academy of Sciences and Humanities, Jerusalem.",,,,,,,,,,,,,,,,,,,,,,,,,
Antechinomys laniger,DASYUROMORPHIA,DASYURIDAE,Antechinomys,laniger,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Antechinus flavipes,DASYUROMORPHIA,DASYURIDAE,Antechinus,flavipes,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,Carnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Antechinus godmani,DASYUROMORPHIA,DASYURIDAE,Antechinus,godmani,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Antechinus minimus,DASYUROMORPHIA,DASYURIDAE,Antechinus,minimus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Antechinus stuartii,DASYUROMORPHIA,DASYURIDAE,Antechinus,stuartii,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Antechinus swainsonii,DASYUROMORPHIA,DASYURIDAE,Antechinus,swainsonii,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Bettongia gaimardi,DIPROTODONTIA,POTOROIDAE,Bettongia,gaimardi,2,0,0,0,0,0,2,1,2,0,0,2,0,0,0,1,Omnivore,0,1,0,1,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Bettongia penicillata,DIPROTODONTIA,POTOROIDAE,Bettongia,penicillata,2,0,0,0,0,0,2,1,2,0,0,2,0,0,0,1,Omnivore,0,1,0,1,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Cercartetus concinnus,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,concinnus,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Omnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Cercartetus lepidus,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,lepidus,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,Omnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Cercartetus nanus,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,nanus,2,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,Omnivore,0,1,1,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Dasykaluta rosamondae,DASYUROMORPHIA,DASYURIDAE,Dasykaluta,rosamondae,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Dasyuroides byrnei,DASYUROMORPHIA,DASYURIDAE,Dasyuroides,byrnei,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Dasyurus maculatus,DASYUROMORPHIA,DASYURIDAE,Dasyurus,maculatus,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,1,1,0,0,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Dasyurus viverrinus,DASYUROMORPHIA,DASYURIDAE,Dasyurus,viverrinus,1,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,Omnivore,0,1,1,0,1,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Dendrolagus bennettianus,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,bennettianus,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,Herbivore,0,0,1,0,1,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
Isoodon macrourus,PERAMELEMORPHIA,PERAMELIDAE,Isoodon,macrourus,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,Omnivore,0,1,1,1,0,"Menkhorst, P. and Knight, F. 2011. A field guide to the mammals of Australia. 3rd ed. Oxford University Press. Australia and New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,
