scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Bunomys chrysocomus,Muridae,0.0,0.0,0.0,MURIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,chrysocomus,RODENTIA,0.0,0.0,0.0,Bunomys,1.0,0.0,1.0,0.0,0.0,Omnivore,Bunomys chrysocomus,111.29,,197.0,,,,,,,,,,,,,,0.317,,0.0,,,,60.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,2.0,G,,0.0,0.0,1.0,0.0,2200.0,200.0,2000.0,1.0,,1.0,0.0,Australasian,1.0,Mammalia,-999.0,Common Bunomys,-999.0,-999.0,111.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bunomys,-999.0,chrysocomus,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,40.0,116.0,Ref_3,,G,60.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2283.0,ABC,Ref_117,0.0,0.0,Ref_1
Bunomys coelestis,Muridae,0.0,0.0,0.0,MURIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,coelestis,RODENTIA,0.0,0.0,0.0,Bunomys,0.0,0.0,0.0,0.0,0.0,Omnivore,Bunomys coelestis,111.29,,197.0,,,,,,,,,,,,,,0.317,,,,,,60.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,2.0,G,,0.0,0.0,1.0,0.0,2500.0,1800.0,700.0,,,,,Australasian,1.0,Mammalia,-999.0,Lampobatang Bunomys,-999.0,-999.0,111.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bunomys,-999.0,coelestis,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,40.0,120.0,Ref_3,,G,60.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2284.0,ABC,Ref_117,0.0,0.0,Ref_1
Bunomys fratrorum,Muridae,0.0,0.0,0.0,MURIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,fratrorum,RODENTIA,0.0,0.0,0.0,Bunomys,0.0,0.0,0.0,0.0,0.0,Omnivore,Bunomys fratrorum,130.31,,197.0,,,,,,,,,,,,,,0.346,,0.0,,,,60.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,2.0,G,,0.0,0.0,1.0,0.0,1982.0,100.0,1882.0,1.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Northeastern Peninsula Bunomys,-999.0,-999.0,130.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Bunomys,-999.0,fratrorum,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,40.0,135.0,Ref_3,,G,60.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2285.0,ABC,Ref_117,0.0,0.0,Ref_1
Bunomys prolatus,Muridae,0.0,0.0,0.0,MURIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,prolatus,RODENTIA,0.0,0.0,0.0,Bunomys,0.0,0.0,0.0,0.0,0.0,Omnivore,Bunomys prolatus,131.0,,,,,,,,,,,,,,,,0.347,,,,,,60.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,2.0,G,,0.0,0.0,1.0,0.0,,,,,,,,Australasian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bunomys,,prolatus,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,40.0,131.0,Ref_3,,G,60.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2286.0,ABC,Ref_117,0.0,0.0,Ref_1
Carpomys phaeurus,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,phaeurus,RODENTIA,0.0,0.0,0.0,Carpomys,0.0,0.0,3.0,0.0,0.0,Omnivore,Carpomys phaeurus,183.3,,190.0,,,,,,,,,,,,,,0.417,,0.0,,,,8.0,0.0,92.0,,,,,,,,,,,,2.0,Ar,,0.0,0.0,1.0,0.0,2500.0,2100.0,400.0,1.0,,0.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Small Luzon Carpomys,-999.0,-999.0,183.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Carpomys,-999.0,phaeurus,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,60.0,10.0,215.15,Ref_3,,Ar,10.0,0.0,0.0,20.0,0.0,D2,2.0,0.0,0.0,1.0,0.0,2287.0,D2,Ref_178,0.0,0.0,Ref_3
Carpomys melanurus,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,melanurus,RODENTIA,0.0,0.0,0.0,Carpomys,0.0,0.0,3.0,0.0,0.0,Omnivore,Carpomys melanurus,229.57,,200.0,,,,,,,,,,,,,,0.472,,0.0,,,,7.0,0.0,93.0,,,,,,,,,,,,2.0,Ar,,0.0,0.0,1.0,0.0,2500.0,2200.0,300.0,1.0,,0.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Large Luzon Carpomys,-999.0,-999.0,229.57,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Carpomys,-999.0,melanurus,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,60.0,10.0,219.06,Ref_3,,Ar,10.0,0.0,0.0,20.0,0.0,D2,2.0,0.0,0.0,1.0,0.0,2288.0,D2,Ref_178,0.0,0.0,Ref_3
Chiromyscus chiropus,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,chiropus,RODENTIA,0.0,0.0,0.0,Chiromyscus,0.0,0.0,3.0,0.0,0.0,Omnivore,Chiromyscus chiropus,77.8,,160.0,,,,,,,,,,,,,,0.26,,,,,,38.0,0.0,62.0,,,,,,,,,,,,2.0,Ar,,0.0,0.0,1.0,0.0,,700.0,,,,,,"Indomalayan, Palearctic",2.0,Mammalia,-999.0,Indochinese Chiromyscus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiromyscus,-999.0,chiropus,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,60.0,10.0,77.8,Ref_3,,Ar,10.0,0.0,0.0,20.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2289.0,D2,Ref_117,0.0,0.0,Ref_3
Chiropodomys calamianensis,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calamianensis,RODENTIA,0.0,0.0,0.0,Chiropodomys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiropodomys calamianensis,28.9,,107.995,,,,,,,,,,,,,,0.151,,0.0,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,1.0,0.0,0.0,1.0,0.0,,,,1.0,,1.0,0.0,Indomalayan,2.0,Mammalia,-999.0,Palawan Pencil-tailed Tree Mouse,-999.0,-999.0,28.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.7995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiropodomys,-999.0,calamianensis,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,40.5,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,2290.0,ABC,Ref_117,0.0,0.0,Ref_1
Chiropodomys pusillus,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pusillus,RODENTIA,0.0,0.0,0.0,Chiropodomys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiropodomys pusillus,27.2,,107.995,,1314.0,101.176,121.306,20.13,,2.17,,,2.8,24.0,10.0,,0.146,,0.0,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,1.0,0.0,0.0,1.0,0.0,1220.0,,,1.0,,1.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Lesser Pencil-tailed Tree Mouse,2.17,-999.0,27.2,3.6,20.13,24.0,2.8,10.0,-999.0,-999.0,-999.0,3.583333333,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.7995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiropodomys,101.176,pusillus,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,28.9,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,2291.0,ABC,Ref_58,0.0,0.0,Ref_1
Chiropodomys muroides,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,muroides,RODENTIA,0.0,0.0,0.0,Chiropodomys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiropodomys muroides,28.9,,107.995,,,,,,,,,,,,,,0.151,,0.0,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,1.0,0.0,0.0,1.0,0.0,,,,1.0,,1.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Gray-bellied Pencil-tailed Tree Mouse,-999.0,-999.0,28.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.7995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiropodomys,-999.0,muroides,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,16.4,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,2292.0,ABC,Ref_117,0.0,0.0,Ref_1
Chiropodomys major,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,major,RODENTIA,0.0,0.0,0.0,Chiropodomys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiropodomys major,28.9,,107.995,,,,,,,,,,,,,,0.151,,0.0,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,1.0,0.0,0.0,1.0,0.0,1500.0,900.0,600.0,1.0,,1.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Greater Pencil-tailed Tree Mouse,-999.0,-999.0,28.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.7995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiropodomys,-999.0,major,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,42.0,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,2293.0,ABC,Ref_117,0.0,0.0,Ref_1
Chiropodomys gliroides,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gliroides,RODENTIA,0.0,0.0,0.0,Chiropodomys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiropodomys gliroides,25.5,0.7,122.0,,1314.0,101.176,121.065,20.13,,2.17,,,2.8,24.0,10.0,467.016,0.141,,0.0,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,1.0,0.0,0.0,1.0,0.0,1600.0,0.0,1600.0,0.0,,1.0,0.0,"Indomalayan, Palearctic",1.0,Mammalia,-999.0,Indomalayan Pencil-tailed Tree Mouse,2.17,-999.0,25.5,3.6,20.13,24.0,2.8,10.0,-999.0,-999.0,-999.0,3.583333333,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiropodomys,101.176,gliroides,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,21.5,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,2294.0,ABC,Ref_117,0.0,0.0,Ref_1
Chiropodomys karlkoopmani,Muridae,0.0,0.0,0.0,MURIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,karlkoopmani,RODENTIA,0.0,0.0,0.0,Chiropodomys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiropodomys karlkoopmani,29.1,,122.0,,,,,,,,,,,,,,0.152,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,1.0,0.0,0.0,1.0,0.0,,,,,,,,Indomalayan,1.0,Mammalia,-999.0,Koopman's Pencil-tailed Tree Mouse,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiropodomys,-999.0,karlkoopmani,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,29.1,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,2295.0,ABC,Ref_117,0.0,0.0,Ref_1
Chiruromys forbesi,Muridae,1.0,0.0,0.0,MURIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,forbesi,RODENTIA,0.0,0.0,0.0,Chiruromys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiruromys forbesi,105.15,,159.615,,,,,,6.0,2.68,,,,,,,0.307,,0.0,2.0,,4.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,,0.0,0.0,1.0,0.0,1300.0,0.0,1300.0,1.0,,1.0,0.0,Australasian,1.0,Mammalia,-999.0,Forbes's Chiruromys,2.68,-999.0,105.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.9615,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiruromys,-999.0,forbesi,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,105.15,Ref_3,,Ar,0.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2296.0,ABC,Ref_117,0.0,0.0,Ref_1
Chiruromys lamia,Muridae,1.0,0.0,0.0,MURIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,lamia,RODENTIA,0.0,0.0,0.0,Chiruromys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiruromys lamia,47.2,,143.815,,,,,,6.0,2.15,,,,,,,0.198,,0.0,2.0,,4.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,,0.0,0.0,1.0,0.0,2300.0,1200.0,1100.0,1.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Broad-headed Chiruromys,2.15,-999.0,47.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.3815,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiruromys,-999.0,lamia,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,47.2,Ref_3,,Ar,0.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2297.0,ABC,Ref_117,0.0,0.0,Ref_1
Chiruromys vates,Muridae,1.0,0.0,0.0,MURIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,vates,RODENTIA,0.0,0.0,0.0,Chiruromys,0.0,0.0,0.0,0.0,0.0,Herbivore,Chiruromys vates,44.43,,142.395,,,,,,6.0,1.035,,,,,,,0.191,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,Ar,,0.0,0.0,1.0,0.0,1500.0,0.0,1500.0,1.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Lesser Chiruromys,1.035,-999.0,44.43,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.2395,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chiruromys,-999.0,vates,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,100.0,0.0,45.55,Ref_3,,Ar,0.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2298.0,ABC,Ref_117,0.0,0.0,Ref_1
Chrotomys silaceus,Muridae,0.0,0.0,0.0,MURIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,silaceus,RODENTIA,0.0,0.0,0.0,Chrotomys,0.0,0.0,0.0,0.0,0.0,Carnivore,Chrotomys silaceus,213.39,,195.0,,,,,,,,,,,,,,3.049,,0.0,,,,100.0,0.0,0.0,,,,,,,,,,,,3.0,G,,0.0,0.0,1.0,0.0,2500.0,1800.0,700.0,1.0,,0.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Blazed Luzon Chrotomys,-999.0,-999.0,213.39,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chrotomys,-999.0,silaceus,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,85.13,Ref_3,,G,30.0,0.0,0.0,0.0,0.0,D2,2.0,0.0,0.0,1.0,0.0,2299.0,D1,Ref_178,0.0,0.0,Ref_2
Chrotomys whiteheadi,Muridae,1.0,0.0,0.0,MURIDAE,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,whiteheadi,RODENTIA,0.0,0.0,0.0,Chrotomys,0.0,0.0,0.0,1.0,0.0,Omnivore,Chrotomys whiteheadi,151.98,,184.495,,,,,,,,,,,,,,0.376,,0.0,,,,30.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,2.0,G,,0.0,0.0,1.0,0.0,2700.0,925.0,1775.0,1.0,,0.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Montane Chrotomys,-999.0,-999.0,151.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.4495,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chrotomys,-999.0,whiteheadi,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,140.67,Ref_3,,G,30.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2300.0,ABC,Ref_117,0.0,0.0,Ref_1
Chrotomys gonzalesi,Muridae,1.0,0.0,0.0,MURIDAE,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,gonzalesi,RODENTIA,0.0,0.0,0.0,Chrotomys,0.0,0.0,0.0,1.0,0.0,Omnivore,Chrotomys gonzalesi,140.2,,172.99,,,,,,,,,,,,,,0.36,,,,,,30.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,2.0,G,,0.0,0.0,1.0,0.0,1800.0,1350.0,450.0,,,,,Indomalayan,1.0,Mammalia,-999.0,Isarog Chrotomys,-999.0,-999.0,140.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.299,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chrotomys,-999.0,gonzalesi,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,140.2,Ref_3,,G,30.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2301.0,ABC,Ref_117,0.0,0.0,Ref_1
Chrotomys mindorensis,Muridae,1.0,0.0,0.0,MURIDAE,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,mindorensis,RODENTIA,0.0,0.0,0.0,Chrotomys,0.0,0.0,0.0,1.0,0.0,Omnivore,Chrotomys mindorensis,151.98,,184.495,,,,,,,,,,,,,,0.376,,0.0,,,,30.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,2.0,G,,0.0,0.0,1.0,0.0,2025.0,30.0,1995.0,1.0,,0.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Lowland Chrotomys,-999.0,-999.0,151.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.4495,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Chrotomys,-999.0,mindorensis,Rodentia,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,151.98,Ref_3,,G,30.0,0.0,0.0,0.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,2302.0,ABC,Ref_58,0.0,0.0,Ref_1
